,reviews,ratings
148,"Frances Dee (Betsy) is appointed as a nurse to care for Christine Gordon (Jessica) on a Caribbean island. Gordon has a mysterious condition. Can it be attributed to voodoo or more natural causes? Whatever the condition, it is weird! The rest of the cast include her plantation-owner husband Tom Conway (Paul), his half-brother James Ellison (Wesley), their mother Edith Barrett, and a community of voodoo worshippers. They all have their own theories as to what has happened to Jessica. So, can nurse Frances get to the truth?

This film is way better than its title suggests. It's atmospheric, spooky, nicely shot and very unexpected as well as original in its setting. There are quite a few memorable set pieces in this fairly short film. In fact, it's all pretty memorable and keeps you watching. If you try to anticipate what is coming next, I guarantee you will get it wrong. I got things wrong every time I thought I knew what was going to happen. It's a very good film in that respect. So, just watch the story unfurl.

The actors are fine – I wasn't too enamoured with James Ellison given that he had the top credit. I don't think he deserved it. I'd have put him around 4th on the cast list. There are also several story threads left open and not fully explained but it doesn't matter, it adds to the mystery. I recommend this one - a different kind of zombie in this film. It's scary and sad.",8
149,"– This is an old gem, made by Val Lewton approximately 1945. The brainchild of producer Val Lewton as part of his cycle of psychological horror films made for RKO, it is loosely (or should I say unofficially), based upon ""Jane Eyre"" by Charlotte Bronte. It is set on a Caribbean island as opposed to the windy Yorkshire moors.

Among the notables are Tom Conway (who in real life was George Sanders' brother) and Frances Dee. A young nurse, (Ms Dee) applies for a job to care for a woman on an island in the Caribbean who appears to be persistent vegetative. That is, she is an invalid and incapable of looking after herself. Dee falls in love with her patient's husband but is unaware of what caused his wife's condition. The husband (Tom Conway) has a half-brother (James Ellison) but they don't get along, the half-brother blaming him for the state his wife has been reduced to. The plot and thematic undercurrents of this film owe a lot to the source material, and the film finally becomes a meditation on the guilt of those who have neglected this woman and thus reduced her to a state of 'zombieism'.

The black and white cinematography is eerie, with a lot of scenes taking place at night. The scene of Dee confronting a giant zombie guardian in order to connect her charge to a zombie ritual that may provide a cure of the last resort, and thus bring Conway's wife back to the life she has previously known, is, I think, one of the scariest scenes in all of classic horror cinema. This is spooky stuff, but as in most of Lewton's films it is the things you aren't seeing that creates the horror. Some of the plot exposition is a bit overly talky, especially from Edith Barrett, who plays the mother of the two brothers who own the plantation. Audiences these days are used to so much editing and action, that it's easy for us to become bored when there is a lot of plot juxtaposition through dialogue. My favourite of Lewton's films is 'The Seventh Victim' but 'I Waked with a Zombie' runs second. It's one of those films that constantly surprises you even after you have watched it a number of times. It unfolds as if being a strange experience is the only thing it knows how to be. Lewton's films are dark and adult fairy tales which do not easily give up their mysteries. It is up to the viewer to demand their surrender by constant viewing and paying attention to every frame in order that some kind of meaning can be deciphered from the experience. Personally I find the effort entirely worthwhile and recommend 'I Walked With A Zombie' to anyone who loves classic movies, horror movies, or just plain good movies",9
150,"The beginning of the 40s brought many difficult times for RKO Studios, as after the commercial failure of Orson Welles' films (worsened by Hearst newspaper chain's attacks over ""Citizen Kane"") and other artistically ambitious movies, the studio was facing bankruptcy and extinction. However, the studio would find a relief for its problems in its B pictures division, specially in the unit commanded by producer Val Lewton, who soon after his appointment as head of RKO's horror unit, released what would be RKO's greatest hit of 1942: ""Cat People"". Directed by French filmmaker Jacques Tourneur, ""Cat People"" revolutionized the horror genre with its subtle atmospheric style and the inclusion of psychological horror. After the enormous success of ""Cat People"", Lewton and Tourneur began working on their next horror movie: the noir-influence ""I Walked with a Zombie"".

In ""I Walked with a Zombie"", Frances Dee plays Betsy Connell, a recently graduated Canadian nurse who travels from Ottawa to the Caribbean after being hired to take care of a mental patient in the island of St. Sebastian. In her trip, she meets Paul Holland (Tom Conway), owner of the sugar cane plantation where she is going to live, and soon she discovers that her patient is his wife, Jessica (Christine Gordon), who has been in a catatonic state after contracting a fever at St. Sebastian. Intrigued by her patient's condition, Betsy attempts to find out a cure for Jessica working with Dr. Maxwell (James Bell), but her lack of success makes her begin to wonder if the rumors about voodoo and zombies that circulate among the island's population are true after all. As she goes deeper into the intrigues at the plantation, she'll discover the horrible true behind Jessica's condition.

Loosely based on Charlotte Brontë's classic novel, ""Jane Eyre"", the film's story was conceived by Val Lewton and Inez Wallace and further developed by Ardel Wray and the legendary Curt Siodmak (of ""The Wolf Man"" fame). It is Siodmak's style the one that is felt the most though the movie, as like most of his best horror stories, ""I Walked with a Zombie"" has that mixture of horror and melodrama deeply rooted in the complex relationships between his characters and the way they interact with each other. Playing with elements of tragedy and melodrama, Siodmak builds up an intelligent Gothic horror story where sadness and decay are the dominant themes, and that keeps the subtle ambiguous style of ""Cat People"". Like his screenplay for ""The Wolf Man"", ""I Walked with a Zombie"" is filled with extremely good dialogs that certainly give the film a personality of its own.

However, where ""I Walked with a Zombie"" truly excels is in the directing department, where Jacques Tourneur once again shows his enormous talent behind the camera and proves that B-movies can be highly artistic too. With an excellent work of cinematography by the experienced J. Roy Hunt, Tourneur expands on the style he developed in ""Cat People"" and creates in the perfect hybrid of Film-Noir and horror movie in ""I Walked with a Zombie"", where he gives a morbid ambiguity to Siodmak's script. Highly atmospheric and even surreal, the film showcases a wonderful use of light and shadows that increases the feeling of dread and decay that surrounds the story. Tourneur's use of music and sound is another of the elements that make this movie remarkable, as Roy Webb's score is impressively haunting and adds a lot of power to the film.

The work done by the cast in ""I Walked with a Zombie"" is very effective, with most of the actors delivering excellent performances in their respective roles. Frances Dee is remarkable as nurse Betsy Connell, believably conveying the necessary innocence and naiveté of her character without making it clichéd. As Paul Hollan, Tom Conway delivers a restrained and subtle performance, which suits his troubled character perfectly and adds a lot to the plantation's mystery. However, the highlights of the film are definitely James Ellison and Edith Barrett, the first one giving a very convincing role as Paul's alcoholic half-brother and Mrs. Barrett delivering the film's best performance as the mother of the two, managing to shine despite her limited role. Finally, Christine Gordon is simply gorgeous as Jessica Holland, the alluring beauty who may be possessed by unseen forces.

Being a subtle and almost melancholic film, ""I Walked with a Zombie"" is definitely less bombastic than its title (which Val Lewton hated) may suggest. And this misconception is probably the movie's biggest flaw, as while the movie is decidedly dark and morbid, it has nothing in common with the modern day concept of ""zombie film"" as reinvented by George Romero in 1968 (with ""Night of the Living Dead""). Tourneur's film has more to do with the original Caribbean voodoo folklore about zombies than with flesh-eating mobs of living corpses, so those expecting something similar to the works of Romero and Fulci will be sorely disappointed. In this aspect, ""I Walked with a Zombie"" has more to do with Victor Halperin's classic from the 30s, ""White Zombie"", as not only both share the same background, but also have almost the same Gothic visual style.

While definitely not as influential as ""Cat People"", personally I find ""I Walked with a Zombie"" to be the best movie among the ones done by Tourneur and Lewton, thanks to its beautiful visuals and the power of Siodmak's story. A powerful and haunting story of horror and suspense, this classic from the 40s is a definitive must-see, not only for fans of horror and film noir, but really for anyone willing to watch classic cinema at its best. 10/10",10
151,"The Canadian nurse Betsy Connell (Frances Dee) is hired to travel to St. Sebastian, in West Indies, to work at Fort Holland nursing Jessica Holland (Christine Gordon), the wife of the sugar plantation owner Paul Holland (Tom Conway). Betsy meets Paul in the ship and is welcomed by Paul's estranged half-brother Wesley ""Wes"" Rand (James Ellison) in the farmhouse. During the night, she overhears a woman crying and she believes that might be Jessica and goes to her room. She finds a creepy mute woman and she learns that Jessica had a mental paralysis after a severe tropical fever and is a hopeless case, unable to speak or have power. Soon Betsy falls in love with Paul and she decides to help Jessica to be cured to make Paul happier. She suggests an experimental treatment with shock to Dr. Maxwell (James Bell) but it fails. While talking to the maid Alma (Theresa Harris), she discovers that another woman was cured in a voodoo ceremony by a voodoo priest and she decides to use witchcraft to cure Jessica. However the natives believe that Jessica is a zombie that cannot be cured. When Betsy meets Paul and Wesley's mother Mrs. Rand (Edith Barrett), she finds that Jessica was the pivot of a fight between Paul and Wes and she believes that her daughter-in-law is a zombie.

""I Walked with a Zombie"" is an ambiguous zombie movie directed by Jacques Tourneur. The plot is a family drama and the zombies in this movie are not like in George Romero's trilogy or ""The Walking Dead"", but related to voodoo in a Caribbean Island. There is a creepy atmosphere with a beautiful cinematography, the non-stop voodoo drums and the native Carrefour, but no gore, violent death or scream. The conclusion is ambiguous after the revelation of Mrs. Rand. My vote is seven.

Title (Brazil): ""A Morta-Viva"" (""The Living Dead"")",7
152,"There are a lot of terrific elements in this movie. It is moody and atmospheric, subtly ominous, and like many Lewton movies leaves its supernatural elements ambiguous.

But the most unusual thing aspect from a 1940s movie is how it treats black people. First off, note that the West Indies natives don't speak in either the ""yass ma'am"" or ""ooga booga"" styles that represented the entire spectrum of black portrayals in the U.S. at the time. They talk in slightly accented, but perfectly normal English.

Also, the movie specifically mentions the slave industry at least twice. There is a wonderful scene near the beginning in which the main character discusses the island's history with her driver. He mentions they were brought here in chains and she says, well at least they brought you to a beautiful place. ""If you say so,"" he says, very politely

That is such an awesome exchange. He is a servant and he's not going to argue with her, but he also won't kowtow. It is a conversation you can actually believe would happen.

The movie also shows surprising respect for the Voodoo aspects. The natives believe in it, but they aren't mocked for it, and in the ceremony they do actual African dance, instead of some weird Hollywood fakery.

The movie, again typical of Lewton, has a lovely complexity to it. Characters are more than they appear to be, and their motives are not simple.

It's not a perfect movie. Some of the acting is less than stellar and I suspect some explanatory scenes were cut, as it sometimes feels rushed and slightly disconnected. But it is not to be missed.",8
153,"Betsy Conwell (Frances Dee) takes a job on a West Indies island as the private nurse to the wife of plantation owner Paul Holland (Tom Conway). Paul's wife Jessica lives in a waking comatose state, believed to be caused by some tropical disease. Betsy begins to fall for Paul and tries to help him by finding a cure for Jessica with the native witch doctors.

I Walked with a Zombie is the second of producer Val Lewton's classic psychological horror films. Although this is a mix of horror with the romance and mystery genres. The story is based off of the Charlotte Bronte novel ""Jane Eyre,"" where the governess falls in love with the master of a large house who harbors a secret about his ill wife.

I love this film. I love the ambiance, the sets, the unsettling mystery. There's an eerie atmosphere that permeates it. Jacques Tourneur, who also directed the amazing Cat People for Lewton, does a fantastic job here at creating this dream-like mood throughout the picture. Curt Siodmak and Ardel Wray provide an excellent script. As with other Lewton films, a sense of ambiguity lingers over the plot. Is Jessica really physically ill or has she been affected somehow by voodoo?

It's a great cast. In addition to Tom Conway and Frances Dee, there's Edith Barrett as Paul's mother who believes she knows what caused Jessica's condition. James Ellison plays his brother who is in love with Jessica. Lovely Christine Gordon plays Jessica, and though she has no lines, gives a memorable performance I believe. This film also has a fine black supporting cast, with some great work from Theresa Harris, Sir Lancelot as an ominous calypso singer, and Darby Jones as the alarmingly bug-eyed Carre-Four. As with most of the Lewton RKO films, it's a truly great movie that everybody should see.",8
154,"In the beautiful Caribbean island of Saint Sebastian, nurse Betsy (Frances Dee) is called in to help care for the near-comatose Jessica Holland (Christine Gordon). Jessica is awake, but is seemingly unaware of anything around her; a 'zombie', if you will. She is the wife of Paul Holland (Tom Conway), who is a sullen and brooding man, and who runs a sugar plantation along with his half-brother Wesley (James Ellison). One day in town whilst having drinks with Wesley, a calypso singer begins a song of how Wesley had an affair with Jessica, and how Paul drove her to madness when he found out. Curious about her condition, and of the voodoo antics that are being undertaken by the island's inhabitants, Betsy searches for a cure, and for the reason behind her zombie-state.

I've long been a fan of French director Jacques Tourneur, who at the age of ten moved to America with his father, also a film director. Tourneur is an uncelebrated master of his trade. Apart from this, I've only seen two other of his movies, but they were enough to convince me that Tourneur is extremely underrated when compared to the likes of James Whale and Terence Fisher. One of these films is Cat People, a masterpiece in the art of sound and lighting, and the other is Night Of The Demon, an enjoyable hybrid of horror and film noir. Tourneur was the master of a forgotten art - scaring the audience without actually showing anything. The popular scene in Cat People is a fine example of this, when our heroine is stranded in a swimming pool at night, and the sounds of a screeching panther coming from all angles. Nothing is seen, but everything is felt.

While I wouldn't say this film is scary by any means, the atmosphere is certainly rather sinister and creepy, and the cinematography by J. Roy Hunt is outstanding. The lighting and camera movements allow what should be a standard horror story to become almost poetic. The film itself is rather slight, clocking in at around an hour and 10 minutes, but it keeps the story snappy and fast-paced. But the story itself takes a backseat to the visuals, and there's nothing at all wrong with that. This is a Gothic horror full of style and atmosphere, with some good performances to boot. But the real star here is Tourneur himself.

www.the-wrath-of-blog.blogspot.com",8
155,"Director Jacques Tourneur and producer Val Lewton are noted for their more cerebral forays into the horror genre and this is one of the finest of their partnership. The basic story centers around voodoo in the islands and the real or imagined effects it has on one particular family. I never know whether Tom Conway is a good, low-key actor or not an actor at all but here he does a passable job as the tortured husband. Frances Dee is sweet as the nurse who gets entangled in the family problems and tries to help to no avail. Although Christine Gordon says not a word during the whole film, her image and unusual beauty is haunting. Edith Barrett, an actress who was pitifully under used in film, is outstanding as the mother who plays a rather surprising role. The whole film is based on atmosphere and great cinematography....it is chilling without showing much, therefore leaving a lot to the imagination. There is no violence,no special effects and no gore but it will hold you in suspense just the same. The choice of title is unfortunate (but so was ""I Married a Monster from Outer Space"" which was also a good film). I rate this movie as one of the Tourneur/Lewton masterpieces and highly recommend it to all lovers of the genre.",
156,"I WALKED WITH A ZOMBIE is a classic of atmospheric horror that comes courtesy of famed producer Val Lewton. Like the rest of Lewton's output in the 1940s, this is a mood piece all about the atmosphere; the story comes second to the visuals and the stylistics. The story is set in the Caribbean and features a plucky young nurse heroine who arrives at a plantation only to discover some weird goings-on involving her employer's somnambulist wife.

Essentially it's Jane Eyre with zombies, and there's no harm in that. The voodoo material in this production is pretty effective, and the horror highlight is the sight of Darby Jones as the emaciated zombie with bulging eyeballs wandering through the cane fields; these scenes are quite exceptional and help to make the film. However, the dialogue scenes are also engaging and there's never a dull moment despite the slow pace. I WALKED WITH A ZOMBIE is a classic for good reason.",7
157,"""I Walked with a Zombie"" is one of the most highly regarded of the handful of horror films that Val Lewton produced in the early to mid forties. The story is based partly on Charlotte Brontë's ""Jane Eyre"" and partly on a magazine article by Inez Wallace.

In the film, a young Canadian nurse accepts a position in the West Indies where she will care for a plantation manager's convalescent wife. She finds that the woman's mental faculties have been affected by a fever and the locals refer to her as a zombie. She determines to effect a cure, even if she has to enter into the mysterious (and potentially dangerous) world of voodoo.

The acting is decent enough but nothing to write home about. The top-billed James Ellison gives a forgettable performance but co-stars Frances Dee & Tom Conway fare better. In support, some actors seem more authentic than others but overall the cast is satisfactory.

Jacques Tourneur was handed the directorial duties and he did a fine job with the resources that were available to him. The direction, cinematography & score (by Roy Webb) create an ominous atmosphere that makes up for any inadequacies inherent in the film's low budget. The screenplay (co-written by Curt Siodmak) also deserves praise for its psychological depth and ambiguous treatment of the supernatural.

All in all, ""I Walked with a Zombie"" is a worthwhile horror picture and a welcome change from today's stereotypical flesh-eating zombies. While its B-movie origins are sometimes apparent, this film elevates itself above the usual expectations with intelligent screen writing and skillful technique.",7
158,"When I watched this movie, I expected (based on the goofy title) a ""B"" movie, what I saw was a wonderfully written and acted movie. Val Lewton's vision of ""Jane Eyre"", set in San Sebastian satisfied me in every way.

Frances Dee plays Betsy Connell, an idealistic nurse who goes to San Sebastian, in the Carribbean, to take care of the catatonic wife of Paul Holland (played by Tom Conway). She arrives not knowing that Jessica is to quote her ""a mental case"". Is Jessica the victim of a strange virus that robbed her of her mental facilities or a victim of voodoo? The dynamics of the island and the 2 brothers who both loved the doomed Jessica are explored amongst the background of revenge and voodoo. The scene where Betsy takes Jessica to the voodoo ""home fort"" is one of the eeriest, scariest scenes I have ever scene.

Lewton creates an atmosphere of dread and fear without displaying any overt violence or gore. That is the work of a true master.

I love all of Lewton's movies but this stands above the rest as a true masterpiece of it's genre. Enjoy!!!!",10
159,"The most arresting scene from ""I Walked With a Zombie"" was featured in Martin Scorsese's ""A Personal Journey Through American Movies"". Anyone who saw that clip would want to know more about it. Unfortunately, the film does not quite live up to the promise of that eerie sequence when Francis Dee leads Christine Gordon in a twilight journey through the cane fields. Although the film is not equal to the sum of its parts, those parts are still interesting.

Apparently producer Val Lewton was saddled with the title but allowed to construct his own story around it. He chose to re-work Bronte's Jane Eyre, setting it on a Caribbean island with a theme of voodoo and black magic.

Betsy Connell, a nurse played by Francis Dee, is hired to tend the wife of a sugar planter on a Caribbean Island. She journeys to the island by schooner with the planter, Paul Holland – played with monumental stiffness by Tom Conway – and realises he is a man with issues. On her first night, she dines with Paul's half-brother Wesley Rand, played by James Ellison, and discovers that the case has some unexpected twists.

Betsy meets her patient, Jessica Holland, played by Christine Gordon, when she finds her in a trance-like state climbing the stairs of the tower. Yes, there is a tower, and those stairs could only exist in a movie such as this; they are so perilous one would almost need the help of a Sherpa to climb them.

During a visit to the nearby town, Betsy strikes up a friendship with Mrs Rand, Paul and Wesley's mother played by Edith Barrett. Betsy learns that Jessica Holland's illness has been brought about by an adulterous affair with her brother-in-law, Wesley. Betsy is persuaded to seek help for Jessica from the island's voodoo practitioners.

On the given evening, Betsy leads Mrs. Holland on that aforementioned journey to the voodoo ceremony. The finale of the movie reveals that Jessica has been one of the undead all along – a zombie in fact – all as a result of the powerful emotions her affair with Wesley had unleashed in his mother. By this time, Betsy has fallen in love with Paul Holland and they seek each other's support when Wesley finally ends Jessica's torment and his own.

Sound complicated? It is. For a seventy-minute movie there is enough plot, exposition and revelation for a mini-series. Although made on a tight budget, the film has great mood thanks to its celebrated art direction – the Caribbean setting allowed for extensive use of shutters and slats that bathe the characters with an amazing interplay of light and shade.

The movie is set in an indeterminate time – the fashions, and other references mark it as modern day (the 1940's) but there is not one automobile to be seen in the entire movie.

The film makes few demands on the actor's abilities. The two male leads are not much above the zombie level themselves. Sandra Dee is fine as Betsy Connell but any number of actresses could have been cast without any loss of effect.

It is perhaps wrong to label ""I Walked with a Zombie"" as a horror story. Like many of Lewton's films it is more of a psychological study; it even delivers a reasonably plausible explanation for Jessica's affliction. ""I Walked With a Zombie"" is an unusual film but it does contain a couple of sequences that are compelling enough to be fondly remembered by one of cinema's modern masters.",7
160,"Just watched on YouTube this, the second collaboration of director Jacques Tourneur and producer Val Lewton after Cat People. Betsy Connell (the stunning Frances Dee) is a just registered nurse arriving at a tropical island to care for a comatose Jessica Holland (Christine Gordon), wife of plantation owner Paul Holland (Tom Conway who previously was in Cat People). Also around are his half-brother, Wesley Rand (James Ellison), and their mother, Mrs. Rand (Edith Barrett who was only a few years older or younger than much of the cast I've mentioned so far). Betsy is an assistant to a Dr. Maxwell (James Bell). Despite Paul's less-than-warm demeanor, Betsy falls for him to the point of willing to help bring his wife back to life when she takes her to a voodoo ceremony-of which maid Alma (Theresa Harris, also from Cat People) also attends. They manage to pass a guard named Carrefour (Darby Jones) when he sees their medals on their clothes. Oh, and a calypso singer (Sir Lancelot who would later appear in Lewton's The Curse of the Cat People) sings about the half-brothers' problems which gets unknowingly performed in front of Betsy and Wesley at a café as Wesley gets very upset...This, like other Lewton horror films, was not scary in a scream-your-lungs-out kind of way. It was just meant to make you soak in the atmosphere like when Betsy and Jessica walk to and from the ceremony while drums are heard playing. So don't go expecting lots of thrills and chills though there is some of the latter at the end. Fine performances all, so on that note, I highly recommend I Walked with a Zombie. P.S. While Ms. Harris and others of her race are indeed stuck playing servant roles during this period of movies, it was refreshing to hear her speak perfect English, with the exception of a double negative, in this picture.",8
161,"The version of Zombie I have is off UK TV from the '80's, watched umpteen times since. The print could have done with sprucing up back then, so if it's still possible I hope a future DVD release will be a remaster too.

Writing as one possessed - by admiration for this film, I would say it's my favourite Lewton, after Night of the Demon my favourite Tourneur, and it was Conway's finest hour (and six minutes) too. Coming so soon after Kane, Ambersons and Cat People, RKO must have been wondering if they would ever get back to making pure b pictures again! It's a richly atmospheric b&w nitrate photographed minor classic, presenting ""real"" zombies and zombieism in a non-sensational and bloodless way. White Zombie from 11 years previous comes closest to this, but is a creaker - Romero's later vile-ent efforts all depicted ghouls, not zombies. I guess I only like old-fashioned ""horror"", not the horror that is modern ""horror"".

My daughter pointed out sadly that at the dinner table on the veranda it should really have been James Ellison hiding the whisky decanter from alcoholic Tom Conway, not vv. Worthy film especially to fans of how it used to be done.",8
162,"After watching I Walked With A Zombie I was shaken a bit, a little unnerved as it were. But when I started to analyze the film I was wondering just what did I see?

Frances Dee has been hired to look after Tom Conway's wife Christine Gordon who is in a coma, but this is the sleepwalking type of coma and the natives have identified here as a zombie. Here illness whatever it is has cast a pall on the household. Conway and his mother apparently make a nice income which is half brother James Ellison drinks a lot of it away.

One thing that was interesting and highly unusual. The natives are the descendants of escaped slaves and the heritage there is one of reverting back to their tribal beliefs as an act of defiance. Slavery with few exceptions is rarely dealt with from the slave or former slave point of view.

Edith Barrett plays Conway and Ellison's mother. She likes Dee and views here as an ideal daughter-in-law for one of her kids. She also has another role on the island, one I can't reveal here.

Val Lewton produced and Jacques Tourneur directed I Walked With A Zombie. It's not great, I think it was butchered in the editing department. But the mood that is created will linger with you. And the ending is decades ahead of its time, something you might see in a Stephen King work.",6
163,"Betsy is a nurse hired by Paul Holland, a sugar plantation owner on the Caribbean island of Saint Sebastian, to care for his comatose wife. Upon arrival, Betsy finds her patient's condition shrouded in mystery, a bitter family feud and the powerful influence of the local voodoo traditions. To complicate matters, she gradually falls in love with Paul ...

This is an extremely original, fabulous little film, which, despite its lurid title and meagre budget, has become a respected cult classic which continues to intrigue audiences on TV decades after the glossy romances and musicals it played as a B-feature to have been forgotten. Its power comes from the genius of two Hollywood immigrants; French director Tourneur, who creates an incredible style and atmosphere from almost nothing, and German writer Curt Siodmak, who seamlessly incorporates Gothic romantic elements from Jane Eyre and Rebecca into a a creepy, haunting tale of voodoo and hedonism. The sequence where Dee and Gordon walk through the canefields in search of the Houmfort is one of the subtlest, most spookily effective in all horror cinema, and the tragic plight of the characters, ending in a murder-suicide and a grim epitaph is still as potent and shocking as ever. This short film is crammed with memorable scenes - the minstrel's sung warning to Dee (""Her eyes are empty and she cannot talk / And a nurse has come to make her walk / The brothers are lonely and the nurse is young / And now you must see that my song is sung ... ""), Ellison suddenly emerging from the shadows behind Conway, Barrett's guilty confession of the voodoo curse, all of the shots involving the amazing-looking Jones. Beautifully photographed by J. Roy Hunt, and handsomely produced by Val Lewton. Tourneur is probably the classic example of the refined Old School of horror film-making (though he worked in lots of genres) where what the movie creates in your own imagination is much more terrifying than anything you see. He was a brilliant director, and this is arguably his best movie. Sensational.",7
164,"Val Lewton and Jacques Tourneur's follow-up to CAT PEOPLE (1942) may not be as readily enjoyable - leaving some rabid genre fans underwhelmed as well - but, if anything, it's even more complex and mature (Tourneur himself considered it the best film he ever made): while Kent Smith was essentially bland, here we have two rather dark male leads in Tom Conway and James Ellison (both of whom turn in fine performances far beyond their usual standards); in fact, characterization is very well thought out all the way (considering it's a B horror piece barely over an hour in length!).

Frances Dee makes for a very sympathetic heroine, while Edith Barrett gives another multi-layered portrayal as Conway and Ellison's mother (the two men are half-brothers) who herself bears a guilty conscience; Sir Lancelot is a native troubadour who sings a haunting tune - actually reprised in the 1945 spoof ZOMBIES ON Broadway, co-starring Bela Lugosi! - about the zombie 'plague' and its connection to Conway, Ellison and Christine Gordon (as Conway's 'afflicted' wife). The creepy-looking Darby Jones also makes an undeniable impression as the zombie guardian Carrefour (and even returned for the aforementioned ZOMBIES ON Broadway).

J. Roy Hunt's noir-ish cinematography is masterly throughout (particularly its penchant to shoot through venetian blinds), allowing for several effective sequences: Frances Dee being stalked first by Christine Gordon and then by Darby Jones (who mistakes her for Gordon, because she's wearing her nightgown - as picked up in the perceptive Audio Commentary by the ultra-enthusiastic Kim Newman and Stephen Jones, this actually symbolizes Dee's having taken Gordon's place in Tom Conway's affections!); the celebrated title sequence leading up to the zombie rituals; and the tragically poetic finale.

It's regrettable that, following George A. Romero's NIGHT OF THE LIVING DEAD (1968), all zombie films presented the creatures as flesh eaters since the early examples of the genre, motivated by voodoo - as here but also (to name just the landmark titles) WHITE ZOMBIE (1932), THE PLAGUE OF THE ZOMBIES (1966), and even the superb Bob Hope spoof THE GHOST BREAKERS (1940) - gave the monsters an eerie, quasi-mystical quality that was eventually largely eradicated! The script of this film (co-written by Curt Siodmak) is actually an interesting transposition in straight horror terms of Charlotte Bronte's popular and oft-filmed Gothic romance ""Jane Eyre"". The Audio Commentary (given the great fun that this track proved to be, I look forward to listening to other Newman/Jones Commentaries such as - all R2 exclusives - THE OLD DARK HOUSE [1932; I actually brought it forward in my Halloween schedule because of this!], COUNTESS Dracula [1971], HANDS OF THE RIPPER [1971], THE MEDUSA TOUCH [1978] and THE DEAD ZONE [1983]) also mentions a number of deleted scenes which were shot but, presumably, haven't survived; still, in its current compact form, the film could hardly be improved upon!",8
165,"Well, this was nothing like I thought it might be, which means good news and bad news.

BAD NEWS - Very little action, almost none. Mostly talk, talk and more talk. This was much more of melodrama with the only skeletons were the ones in the closet that are revealed near the end, uncovering past sins in a family. With the title of this film, I can't expecting something dramatic, something to happen....but it didn't.

GOOD NEWS - The black-and-white film offered some great visuals, wonderful contrasts and, as Lewton films are known to do - ""atmospheric"" cinematography. That, and the strange-looking anorexic voodoo man, are my main good memories of this film, which was transfered nicely on DVD as part of the Lewton Horror Collection.

The acting was fine and the dialog interesting at times. In summary, a so-so film I might watch again, and I might not. It's that kind of film.",5
166,"Jacques Tourneur is an under appreciated legend of film-making. His films are consistently overlooked and underexposed, and it's a huge shame because Tourneur is one of the directors that helped shape the film industry as it is today. It can be said that Tourneur's best work is within the horror genre, and that is definitely the truth. His masterpiece is Cat People, but I Walked with a Zombie isn't far behind. Not far behind at all. The story of this one follows Betsy, a young nurse that is dispatched to the West Indies to care for the wife of plantation manager, Paul. Paul's wife is alive, but she has no life. Despite having vital signs, Paul's wife sits and stares; she's in a perpetual coma. So what exactly is wrong with Paul's wife?

The key to this film is the atmosphere; from the word go, Tourneur puts us on edge with a morbid tone that he creates from telling the audience that despite appearances, nothing in the West Indies is beautiful, and there is a sense of death everywhere in the vicinity. Tourneur then takes it further by indulging us in the zombie legend through way of voodoo ceremonies and various malicious imagery. With this, Tourneur manages to keep the audience's attention throughout, and even though the title gives away what Paul's wife's condition is; we still want to find out more. Fans of more recent zombie classics such as 'Dawn of the Dead' should note that this is film isn't your 'normal' zombie film, and actually plays out as more of a psychological drama than anything. Tourneur never shows us anything graphic, but unlike many other films; this one simply doesn't need it. The atmosphere that the film gives off is delicious, and the power of suggestion is more than enough for Tourneur to adequately portray all the horror that the film needs.

I Walked with a Zombie is an absolute classic and a must see for any fan of cinema. A good rule of thumb is that if it's Tourneur and horror; you can't go wrong. If it's Tourneur and other genres (such as jungle adventure), it can be a bit dicey; but this is Tourneur on very top form, and because of that; here we have a film that you will not want to miss.",9
167,"Thought-provoking, literate horror from RKO Radio Pictures. This 'Jane Eyre'-like story is probably the most memorable Val Lewton/Jacques Tourneur collaboration. This eerie film still holds firm after all these years. The story's menacing fear is not what appears on screen, but what hovers in the minds of the characters on screen. A young American nurse(Frances Dee)comes to Haiti to care for a rich plantation owner's(Paul Holland)catatonic wife(Christine Gordon), who appears to be burnt out by a tropical disease. Of course the locals believe she is a zombie...victimized by rampant voodoo. The nurse falls in love with her employer and is desperate to find a cure for his wife and seeks a cure at a voodoo ritual. Creepy enough with great eerie atmosphere. Rounding out the cast are: James Ellison, Edith Barrett and the beach strolling zombie...Darby Jones.",6
